,Plant_id,Plant nameplate capacity (MW),Plant primary fuel category,Long,Lat,geometry,Color,eGRID_BA,index_right,BA_ID,nearest_node,near_st_2,changes?,Assume_BA,distance_to_nearest_node,distance_2,Total_Capacity,Weight
0,PP_63444,5.0,SOLAR,-80.843419,36.283819,POINT (-80.843419 36.283819),yellow,DUK,468,DUK,n_15664,n_15664,No,DUK,0.00717783,0.00717783,2361.4,0.0021173879901753194
1,PP_63447,4.9,SOLAR,-80.552473,36.21669,POINT (-80.552473 36.21669),yellow,DUK,51,DUK,n_18870,n_18870,No,DUK,0.110620397,0.110620397,2361.4,0.0020750402303718134
2,PP_63445,4.9,SOLAR,-80.656114,36.14749,POINT (-80.656114 36.14749),yellow,DUK,54,DUK,n_6974,n_6974,No,DUK,0.006223269,0.006223269,2361.4,0.0020750402303718134
3,PP_62660,5.0,SOLAR,-79.126319,35.427308,POINT (-79.126319 35.427308),yellow,CPLE,622,CPLE,n_10009,n_10009,No,CPLE,0.040184013,0.040184013,2632.4,0.0018994073848959123
4,PP_64478,4.9,SOLAR,-77.498759,34.78471,POINT (-77.498759 34.78471),yellow,CPLE,712,CPLE,n_9838,n_9838,No,CPLE,0.014913732,0.014913732,2632.4,0.0018614192371979943
5,PP_63448,4.9,SOLAR,-80.835488,35.916178,POINT (-80.835488 35.916178),yellow,DUK,725,DUK,n_10017,n_10017,No,DUK,0.205338604,0.205338604,2361.4,0.0020750402303718134
6,PP_62661,3.0,SOLAR,-80.806725,36.197067,POINT (-80.806725 36.197067),yellow,DUK,777,DUK,n_7049,n_7049,No,DUK,0.026738216,0.026738216,2361.4,0.0012704327941051917
7,PP_64271,3.0,SOLAR,-80.819654,36.148986,POINT (-80.819654 36.148986),yellow,DUK,762,DUK,n_7049,n_7049,No,DUK,0.072109297,0.072109297,2361.4,0.0012704327941051917
8,PP_63446,4.7,SOLAR,-77.185771,34.773578,POINT (-77.185771 34.773578),yellow,DUK,319,CPLE,n_9454,n_9454,No,DUK,0.055267318,0.055267318,2361.4,0.0019903447107648005
9,PP_61195,2.0,SOLAR,-81.430385,35.244125,POINT (-81.430385 35.244125),yellow,CPLE,268,DUK,n_29803,n_29803,No,CPLE,0.078953254,0.078953254,2632.4,0.000759762953958365
10,PP_63296,2.0,SOLAR,-81.559722,35.23222,POINT (-81.559722 35.23222),yellow,DUK,268,DUK,n_4496,n_4496,No,DUK,0.029959272,0.029959272,2361.4,0.0008469551960701278
11,PP_63979,2.0,SOLAR,-78.385888,35.629398,POINT (-78.385888 35.629398),yellow,CPLE,158,CPLE,n_6893,n_6893,No,CPLE,0.066560427,0.066560427,2632.4,0.000759762953958365
12,PP_59534,5.0,SOLAR,-78.411667,35.4325,POINT (-78.411667 35.4325),yellow,CPLE,414,CPLE,n_6906,n_6906,No,CPLE,0.085327059,0.085327059,2632.4,0.0018994073848959123
13,PP_61525,5.0,SOLAR,-79.748273,35.728738,POINT (-79.748273 35.728738),yellow,CPLE,906,Overlapping,n_6692,n_6692,No,CPLE,0.008442283,0.008442283,2632.4,0.0018994073848959123
14,PP_62621,5.0,SOLAR,-79.911423,35.359674,POINT (-79.911423 35.359674),yellow,CPLE,682,CPLE,n_29983,n_29983,No,CPLE,0.020918872,0.020918872,2632.4,0.0018994073848959123
15,PP_64238,4.9,SOLAR,-78.996148,34.324366,POINT (-78.996148 34.324366),yellow,CPLE,736,CPLE,n_9841,n_9841,No,CPLE,0.053910312,0.053910312,2632.4,0.0018614192371979943
16,PP_63225,4.9,SOLAR,-78.06444,34.27355,POINT (-78.06444 34.27355),yellow,CPLE,135,CPLE,n_6658,n_6658,No,CPLE,0.05318415,0.05318415,2632.4,0.0018614192371979943
17,PP_60288,5.0,SOLAR,-79.1194,34.83091,POINT (-79.1194 34.83091),yellow,DUK,214,CPLE,n_15226,n_15226,No,DUK,0.005813703,0.005813703,2361.4,0.0021173879901753194
18,PP_56339,1.8,OIL,-80.1939,35.3636,POINT (-80.1939 35.3636),darkviolet,DUK,258,Overlapping,n_15692,n_15692,No,DUK,0.08178801,0.08178801,140.0,0.012857142857142857
19,PP_56263,3.6,OIL,-80.151849,35.407208,POINT (-80.151849 35.407208),darkviolet,DUK,258,Overlapping,n_15692,n_15692,No,DUK,0.030093669,0.030093669,140.0,0.025714285714285714
20,PP_58806,5.0,SOLAR,-77.556944,35.293056,POINT (-77.556944 35.293056),yellow,CPLE,561,CPLE,n_23782,n_23782,No,CPLE,0.126854139,0.126854139,2632.4,0.0018994073848959123
21,PP_59901,5.0,SOLAR,-77.812667,35.093021,POINT (-77.812667 35.093021),yellow,CPLE,696,CPLE,n_16404,n_16404,No,CPLE,0.052694253,0.052694253,2632.4,0.0018994073848959123
22,PP_58344,5.0,SOLAR,-77.985556,35.418889,POINT (-77.985556 35.418889),yellow,CPLE,772,CPLE,n_6661,n_6661,No,CPLE,0.11707607,0.11707607,2632.4,0.0018994073848959123
23,PP_59516,16.0,SOLAR,-77.655833,36.418333,POINT (-77.655833 36.418333),yellow,PJM,3,CPLE,n_6402,n_6402,No,CPLE,0.022307245,0.022307245,2632.4,0.00607810363166692
24,PP_58730,3.0,SOLAR,-81.926389,35.316944,POINT (-81.926389 35.316944),yellow,DUK,861,DUK,n_11742,n_11742,No,DUK,0.045111603,0.045111603,2361.4,0.0012704327941051917
25,PP_59115,1.9,SOLAR,-78.516667,34.975556,POINT (-78.516667 34.975556),yellow,CPLE,858,CPLE,n_13956,n_13956,No,CPLE,0.176811421,0.176811421,2632.4,0.0007217748062604466
26,PP_59497,5.0,SOLAR,-77.1099,35.1608,POINT (-77.1099 35.1608),yellow,DUK,271,CPLE,n_9867,n_9867,No,DUK,0.008428488,0.008428488,2361.4,0.0021173879901753194
27,PP_58731,5.0,SOLAR,-81.208611,35.651111,POINT (-81.208611 35.651111),yellow,DUK,714,DUK,n_15632,n_15632,No,DUK,0.032552855,0.032552855,2361.4,0.0021173879901753194
28,PP_58867,5.0,SOLAR,-78.75,35.516389,POINT (-78.75 35.516389),yellow,CPLE,610,CPLE,n_6895,n_6895,No,CPLE,0.009635545,0.009635545,2632.4,0.0018994073848959123
29,PP_58264,10.5,BIOMASS,-81.266667,35.588333,POINT (-81.266667 35.588333),forestgreen,DUK,716,DUK,n_15630,n_15630,No,DUK,0.02310073,0.02310073,94.3,0.11134676564156946
30,PP_58701,20.0,SOLAR,-81.207778,35.738889,POINT (-81.207778 35.738889),yellow,DUK,35,DUK,n_15632,n_15632,No,DUK,0.090759855,0.090759855,2361.4,0.008469551960701278
31,PP_57994,21.0,SOLAR,-81.25198,35.588135,POINT (-81.25198 35.588135),yellow,DUK,716,DUK,n_15630,n_15630,No,DUK,0.029590545,0.029590545,2361.4,0.008893029558736342
32,PP_59474,17.5,SOLAR,-81.15,35.715,POINT (-81.15 35.715),yellow,DUK,35,DUK,n_15632,n_15632,No,DUK,0.109312571,0.109312571,2361.4,0.0074108579656136184
33,PP_58828,5.0,SOLAR,-81.156944,35.629444,POINT (-81.156944 35.629444),yellow,DUK,713,DUK,n_15632,n_15632,No,DUK,0.087684698,0.087684698,2361.4,0.0021173879901753194
34,PP_58492,3.5,SOLAR,-80.600556,36.461111,POINT (-80.600556 36.461111),yellow,DUK,73,DUK,n_22602,n_22602,No,DUK,0.011108594,0.011108594,2361.4,0.0014821715931227237
35,PP_58801,2.0,SOLAR,-77.703611,35.396389,POINT (-77.703611 35.396389),yellow,DUK,801,CPLE,n_9873,n_9873,No,DUK,0.154230594,0.154230594,2361.4,0.0008469551960701278
36,PP_62623,5.0,SOLAR,-79.11946,35.717391,POINT (-79.11946 35.717391),yellow,CPLW,570,Overlapping,n_23847,n_23847,No,CPLW,0.037105065,0.037105065,21.5,0.23255813953488372
37,PP_54316,52.5,GAS,-77.9905,33.9397,POINT (-77.9905 33.9397),red,CPLE,136,CPLE,n_6676,n_6676,No,CPLE,0.011387739,0.011387739,5514.3,0.009520700723573255
38,PP_58315,5.0,SOLAR,-81.175556,35.779167,POINT (-81.175556 35.779167),yellow,DUK,35,DUK,n_15632,n_15632,No,DUK,0.140863565,0.140863565,2361.4,0.0021173879901753194
39,PP_62136,5.0,SOLAR,-78.84663,34.16087,POINT (-78.84663 34.16087),yellow,DUK,589,CPLE,n_9821,n_9821,No,DUK,0.144920634,0.144920634,2361.4,0.0021173879901753194
40,PP_2706,1011.5,GAS,-82.5417,35.4731,POINT (-82.5417 35.4731),red,CPLE,643,Overlapping,n_28665,n_28665,No,CPLE,0.002128744,0.002128744,5514.3,0.18343216727417805
41,PP_63064,8.8,OTHF,-82.517383,35.54012,POINT (-82.517383 35.54012),tan,CPLW,663,Overlapping,n_28665,n_28665,No,CPLW,0.072940585,0.072940585,8.8,1.0
42,PP_59566,4.0,SOLAR,-80.798889,36.126111,POINT (-80.798889 36.126111),yellow,DUK,762,DUK,n_7049,n_7049,No,DUK,0.096972941,0.096972941,2361.4,0.0016939103921402557
43,PP_59694,5.0,SOLAR,-78.012122,34.791163,POINT (-78.012122 34.791163),yellow,DUK,57,CPLE,n_9872,n_9872,No,DUK,0.042216812,0.042216812,2361.4,0.0021173879901753194
44,PP_60982,5.0,SOLAR,-77.795169,34.896953,POINT (-77.795169 34.896953),yellow,CPLE,59,CPLE,n_16404,n_16404,No,CPLE,0.162201225,0.162201225,2632.4,0.0018994073848959123
45,PP_62096,1.9,SOLAR,-77.792,34.897,POINT (-77.792 34.897),yellow,CPLE,59,CPLE,n_16404,n_16404,No,CPLE,0.163156388,0.163156388,2632.4,0.0007217748062604466
46,PP_63383,5.0,SOLAR,-78.061015,34.27532,POINT (-78.061015 34.27532),yellow,CPLE,135,CPLE,n_6658,n_6658,No,CPLE,0.050281076,0.050281076,2632.4,0.0018994073848959123
47,PP_58732,3.0,SOLAR,-81.621944,35.328056,POINT (-81.621944 35.328056),yellow,DUK,268,DUK,n_4496,n_4496,No,DUK,0.104834174,0.104834174,2361.4,0.0012704327941051917
48,PP_60313,4.9,SOLAR,-77.639109,35.599685,POINT (-77.639109 35.599685),yellow,DUK,91,CPLE,n_28953,n_28953,No,DUK,0.045392587,0.045392587,2361.4,0.0020750402303718134
49,PP_60634,5.0,SOLAR,-81.13735,35.30498,POINT (-81.13735 35.30498),yellow,DUK,112,DUK,n_4475,n_4475,No,DUK,0.096640223,0.096640223,2361.4,0.0021173879901753194
50,PP_54801,1.2,HYDRO,-79.952494,36.423715,POINT (-79.952494 36.423715),royalblue,DUK,328,DUK,n_7011,n_7011,No,DUK,0.15138036,0.15138036,5094.8,0.00023553427023631938
51,PP_58792,19.4,SOLAR,-81.615278,35.283056,POINT (-81.615278 35.283056),yellow,DUK,268,DUK,n_4496,n_4496,No,DUK,0.075495007,0.075495007,2361.4,0.008215465401880239
52,PP_62603,5.0,SOLAR,-77.228776,34.83896,POINT (-77.228776 34.83896),yellow,CPLW,319,CPLE,n_23779,n_23779,No,CPLW,0.026165044,0.026165044,21.5,0.23255813953488372
53,PP_59127,5.0,SOLAR,-78.139722,35.7875,POINT (-78.139722 35.7875),yellow,CPLE,760,CPLE,n_6890,n_6890,No,CPLE,0.146181095,0.146181095,2632.4,0.0018994073848959123
54,PP_61527,5.0,SOLAR,-79.347471,36.072359,POINT (-79.347471 36.072359),yellow,DUK,101,DUK,n_1850,n_1850,No,DUK,0.291450727,0.291450727,2361.4,0.0021173879901753194
55,PP_59828,5.0,SOLAR,-79.173889,35.458889,POINT (-79.173889 35.458889),yellow,CPLE,622,CPLE,n_9995,n_9995,No,CPLE,0.009793188,0.009793188,2632.4,0.0018994073848959123
56,PP_60144,5.4,SOLAR,-79.152443,34.466688,POINT (-79.152443 34.466688),yellow,DUK,839,CPLE,n_23776,n_23776,No,DUK,0.127764747,0.127764747,2361.4,0.002286779029389345
57,PP_61194,5.0,SOLAR,-78.928657,34.635599,POINT (-78.928657 34.635599),yellow,CPLE,880,CPLE,n_22612,n_22612,No,CPLE,0.064542954,0.064542954,2632.4,0.0018994073848959123
58,PP_60369,5.2,SOLAR,-77.76077,36.05864,POINT (-77.76077 36.05864),yellow,PJM,700,CPLE,n_6655,n_6655,No,CPLE,0.006755727,0.006755727,2632.4,0.001975383680291749
59,PP_59038,3.5,SOLAR,-81.33,35.22,POINT (-81.33 35.22),yellow,DUK,268,DUK,n_29803,n_29803,No,DUK,0.101189926,0.101189926,2361.4,0.0014821715931227237
60,PP_60601,5.0,SOLAR,-77.1191,35.4745,POINT (-77.1191 35.4745),yellow,CPLE,568,CPLE,n_9868,n_9868,No,CPLE,8.3e-05,8.29792e-05,2632.4,0.0018994073848959123
61,PP_63976,70.1,SOLAR,-78.393358,34.70414,POINT (-78.393358 34.70414),yellow,CPLE,660,CPLE,n_28719,n_28719,No,CPLE,0.051372157,0.051372157,2632.4,0.02662969153624069
62,PP_61528,5.0,SOLAR,-76.810226,35.148339,POINT (-76.810226 35.148339),yellow,CPLE,709,CPLE,n_9864,n_9864,No,CPLE,0.004363011,0.004363011,2632.4,0.0018994073848959123
63,PP_65502,5.0,SOLAR,-77.609438,35.597904,POINT (-77.609438 35.597904),yellow,CPLE,91,CPLE,n_28953,n_28953,No,CPLE,0.01804475,0.01804475,2632.4,0.0018994073848959123
64,PP_2741,9.0,HYDRO,-83.072007,35.242677,POINT (-83.072007 35.242677),royalblue,DUK,521,Overlapping,n_6024,n_6024,No,DUK,0.043286569,0.043286569,5094.8,0.0017665070267723953
65,PP_61351,2.0,SOLAR,-79.449053,35.540344,POINT (-79.449053 35.540344),yellow,CPLE,596,Overlapping,n_28671,n_28671,No,CPLE,0.167652132,0.167652132,2632.4,0.000759762953958365
66,PP_59567,5.0,SOLAR,-77.924167,34.61,POINT (-77.924167 34.61),yellow,CPLE,179,CPLE,n_17163,n_17163,No,CPLE,0.094574912,0.094574912,2632.4,0.0018994073848959123
67,PP_59488,4.9,SOLAR,-77.928889,34.611944,POINT (-77.928889 34.611944),yellow,DUK,179,CPLE,n_17163,n_17163,No,DUK,0.089662522,0.089662522,2361.4,0.0020750402303718134
68,PP_58955,4.8,SOLAR,-78.377222,36.276111,POINT (-78.377222 36.276111),yellow,CPLE,23,CPLE,n_9859,n_9859,No,CPLE,0.015580371,0.015580371,2632.4,0.001823431089500076
69,PP_59887,15.0,SOLAR,-77.134,35.456,POINT (-77.134 35.456),yellow,CPLE,568,CPLE,n_9868,n_9868,No,CPLE,0.023763003,0.023763003,2632.4,0.005698222154687738
70,PP_59511,4.0,SOLAR,-81.665,35.1785,POINT (-81.665 35.1785),yellow,DUK,268,DUK,n_6684,n_6684,No,DUK,0.095371945,0.095371945,2361.4,0.0016939103921402557
71,PP_65503,3.4,SOLAR,-78.090148,35.161492,POINT (-78.090148 35.161492),yellow,CPLE,669,CPLE,n_9876,n_9876,No,CPLE,0.031990179,0.031990179,2632.4,0.0012915970217292204
72,PP_8042,2491.2,COAL,-80.0603,36.2811,POINT (-80.0603 36.2811),grey,DUK,37,DUK,n_6682,n_6682,No,DUK,0.002821434,0.002821434,7321.1,0.34027673437051803
73,PP_58314,4.0,SOLAR,-81.508333,35.47,POINT (-81.508333 35.47),yellow,CPLE,268,DUK,n_4496,n_4496,No,CPLE,0.215195311,0.215195311,2632.4,0.00151952590791673
74,PP_63836,4.9,SOLAR,-78.56223,35.3962,POINT (-78.56223 35.3962),yellow,CPLE,376,CPLE,n_6901,n_6901,No,CPLE,0.016339248,0.016339248,2632.4,0.0018614192371979943
75,PP_60881,1.1,SOLAR,-81.540861,35.84995,POINT (-81.540861 35.84995),yellow,DUK,21,DUK,n_16281,n_16281,No,DUK,0.018940043,0.018940043,2361.4,0.00046582535783857036
76,PP_64175,5.0,SOLAR,-79.618368,35.975586,POINT (-79.618368 35.975586),yellow,DUK,163,DUK,n_1575,n_1575,No,DUK,0.039140853,0.039140853,2361.4,0.0021173879901753194
77,PP_58843,5.0,SOLAR,-77.381111,35.794722,POINT (-77.381111 35.794722),yellow,PJM,542,CPLE,n_10039,n_10039,No,CPLE,0.002934878,0.002934878,2632.4,0.0018994073848959123
78,PP_59173,5.0,SOLAR,-77.384542,35.794328,POINT (-77.384542 35.794328),yellow,PJM,542,CPLE,n_10039,n_10039,No,CPLE,0.00150316,0.00150316,2632.4,0.0018994073848959123
79,PP_59039,2.0,SOLAR,-77.78,34.9,POINT (-77.78 34.9),yellow,DUK,59,CPLE,n_16404,n_16404,No,DUK,0.164671567,0.164671567,2361.4,0.0008469551960701278
80,PP_59930,5.0,SOLAR,-80.389622,34.970486,POINT (-80.389622 34.970486),yellow,DUK,277,DUK,n_15782,n_15782,No,DUK,0.174559742,0.174559742,2361.4,0.0021173879901753194
81,PP_64174,3.0,SOLAR,-79.633767,36.07767,POINT (-79.633767 36.07767),yellow,DUK,164,DUK,n_1575,n_1575,No,DUK,0.113001822,0.113001822,2361.4,0.0012704327941051917
82,PP_61271,1.5,SOLAR,-82.58844,35.561156,POINT (-82.58844 35.561156),yellow,CPLW,663,Overlapping,n_28601,n_28601,No,CPLW,0.053340914,0.053340914,21.5,0.06976744186046512
83,PP_58667,5.0,SOLAR,-79.770278,35.383889,POINT (-79.770278 35.383889),yellow,DUK,681,CPLE,n_14626,n_14626,No,DUK,0.019740549,0.019740549,2361.4,0.0021173879901753194
84,PP_60401,5.2,SOLAR,-78.179859,35.549401,POINT (-78.179859 35.549401),yellow,DUK,378,CPLE,n_340,n_340,No,DUK,0.118474486,0.118474486,2361.4,0.0022020835097823323
85,PP_61158,5.0,SOLAR,-78.177204,35.544405,POINT (-78.177204 35.544405),yellow,DUK,378,CPLE,n_340,n_340,No,DUK,0.120094436,0.120094436,2361.4,0.0021173879901753194
86,PP_55488,2.9,BIOMASS,-81.3006,35.6067,POINT (-81.3006 35.6067),forestgreen,DUK,716,DUK,n_15630,n_15630,No,DUK,0.030262712,0.030262712,94.3,0.030752916224814422
87,PP_61561,50.0,SOLAR,-78.62345,34.823522,POINT (-78.62345 34.823522),yellow,CPLE,657,CPLE,n_1924,n_1924,No,CPLE,0.168079736,0.168079736,2632.4,0.018994073848959125
88,PP_58868,5.0,SOLAR,-78.813056,34.535,POINT (-78.813056 34.535),yellow,CPLE,265,CPLE,n_9820,n_9820,No,CPLE,0.058311991,0.058311991,2632.4,0.0018994073848959123
89,PP_62101,4.5,SOLAR,-78.799,34.536,POINT (-78.799 34.536),yellow,CPLE,265,CPLE,n_9820,n_9820,No,CPLE,0.045934694,0.045934694,2632.4,0.0017094666464063212
90,PP_61283,4.8,SOLAR,-78.817652,34.547761,POINT (-78.817652 34.547761),yellow,CPLE,265,CPLE,n_9820,n_9820,No,CPLE,0.057691994,0.057691994,2632.4,0.001823431089500076
91,PP_2707,94.6,HYDRO,-79.8775,34.9833,POINT (-79.8775 34.9833),royalblue,CPLE,504,Overlapping,n_30525,n_30525,No,CPLE,0.044558809,0.044558809,548.8,0.17237609329446066
92,PP_50244,52.5,BIOMASS,-82.8411,35.535,POINT (-82.8411 35.535),forestgreen,CPLE,6,CPLW,n_28601,n_28601,No,CPLE,0.204822844,0.204822844,806.5,0.06509609423434594
93,PP_58605,5.0,SOLAR,-78.154167,35.313889,POINT (-78.154167 35.313889),yellow,DUK,804,CPLE,n_6661,n_6661,No,DUK,0.086620153,0.086620153,2361.4,0.0021173879901753194
94,PP_64192,4.9,SOLAR,-78.94951,34.58125,POINT (-78.94951 34.58125),yellow,CPLE,880,CPLE,n_22612,n_22612,No,CPLE,0.021963103,0.021963103,2632.4,0.0018614192371979943
95,PP_61157,5.0,SOLAR,-79.13444,35.46777,POINT (-79.13444 35.46777),yellow,DUK,622,CPLE,n_10009,n_10009,No,DUK,0.001211665,0.001211665,2361.4,0.0021173879901753194
96,PP_58349,5.0,SOLAR,-78.132311,36.421617,POINT (-78.132311 36.421617),yellow,CPLE,633,CPLE,n_16911,n_16911,No,CPLE,0.090312442,0.090312442,2632.4,0.0018994073848959123
97,PP_61352,5.0,SOLAR,-77.53849,35.134054,POINT (-77.53849 35.134054),yellow,CPLE,309,CPLE,n_23782,n_23782,No,CPLE,0.151866732,0.151866732,2632.4,0.0018994073848959123
98,PP_58807,5.0,SOLAR,-77.81,36.008056,POINT (-77.81 36.008056),yellow,CPLE,741,CPLE,n_6665,n_6665,No,CPLE,0.056139181,0.056139181,2632.4,0.0018994073848959123
99,PP_56547,1.0,OIL,-81.8344,35.3619,POINT (-81.8344 35.3619),darkviolet,DUK,742,DUK,n_15511,n_15511,No,DUK,0.035159776,0.035159776,140.0,0.007142857142857143
100,PP_59996,16.0,SOLAR,-78.750423,35.113386,POINT (-78.750423 35.113386),yellow,DUK,306,CPLE,n_7700,n_7700,No,DUK,0.04022819,0.04022819,2361.4,0.006775641568561023
101,PP_60623,50.2,SOLAR,-78.155153,35.890485,POINT (-78.155153 35.890485),yellow,DUK,706,CPLE,n_12414,n_12414,No,DUK,0.164038469,0.164038469,2361.4,0.02125857542136021
102,PP_59706,5.0,SOLAR,-78.598507,36.372546,POINT (-78.598507 36.372546),yellow,DUK,342,Overlapping,n_29262,n_29262,No,DUK,0.022682768,0.022682768,2361.4,0.0021173879901753194
103,PP_60627,5.0,SOLAR,-78.612,36.383,POINT (-78.612 36.383),yellow,CPLE,342,Overlapping,n_18696,n_18696,No,CPLE,0.030673435,0.030673435,2632.4,0.0018994073848959123
104,PP_2719,27.7,HYDRO,-81.8372,35.7428,POINT (-81.8372 35.7428),royalblue,DUK,241,DUK,n_16289,n_16289,No,DUK,0.000492445,0.000492445,5094.8,0.005436916071288372
105,PP_62822,50.0,SOLAR,-81.751,35.188,POINT (-81.751 35.188),yellow,DUK,268,DUK,n_4484,n_4484,No,DUK,0.035600742,0.035600742,2361.4,0.021173879901753196
106,PP_61218,5.0,SOLAR,-78.957206,34.522942,POINT (-78.957206 34.522942),yellow,CPLE,419,CPLE,n_22612,n_22612,No,CPLE,0.065189659,0.065189659,2632.4,0.0018994073848959123
107,PP_64820,2.0,SOLAR,-79.095952,34.458665,POINT (-79.095952 34.458665),yellow,CPLE,839,CPLE,n_9851,n_9851,No,CPLE,0.122462328,0.122462328,2632.4,0.000759762953958365
108,PP_59762,5.0,SOLAR,-78.831433,34.309261,POINT (-78.831433 34.309261),yellow,CPLE,581,CPLE,n_9821,n_9821,No,CPLE,0.038864847,0.038864847,2632.4,0.0018994073848959123
109,PP_6014,2003.2,NUCLEAR,-78.0114,33.9597,POINT (-78.0114 33.9597),cyan,CPLE,136,CPLE,n_18689,n_18689,No,CPLE,0.00119822,0.00119822,3722.7,0.538104064254439
110,PP_2720,697.9,GAS,-80.3767,35.7133,POINT (-80.3767 35.7133),red,DUK,808,DUK,n_31267,n_31267,No,DUK,0.002709505,0.002709505,12884.5,0.05416585820171524
111,PP_61693,52.1,SOLAR,-77.405992,35.380683,POINT (-77.405992 35.380683),yellow,CPLE,78,CPLE,n_6679,n_6679,No,CPLE,0.040185668,0.040185668,2632.4,0.01979182495061541
112,PP_58735,4.0,SOLAR,-80.363333,35.541944,POINT (-80.363333 35.541944),yellow,DUK,426,DUK,n_28700,n_28700,No,DUK,0.105886731,0.105886731,2361.4,0.0016939103921402557
113,PP_61512,50.0,SOLAR,-78.315078,36.475369,POINT (-78.315078 36.475369),yellow,CPLE,235,CPLE,n_16911,n_16911,No,CPLE,0.11762325,0.11762325,2632.4,0.018994073848959125
114,PP_60636,5.0,SOLAR,-78.774331,35.308639,POINT (-78.774331 35.308639),yellow,DUK,575,CPLE,n_6897,n_6897,No,DUK,0.119357491,0.119357491,2361.4,0.0021173879901753194
115,PP_62240,5.0,SOLAR,-77.911678,34.536,POINT (-77.911678 34.536),yellow,CPLE,176,CPLE,n_9441,n_9441,No,CPLE,0.101847754,0.101847754,2632.4,0.0018994073848959123
116,PP_1016,304.9,GAS,-78.8294,35.0986,POINT (-78.8294 35.0986),red,CPLE,306,CPLE,n_7619,n_7619,No,CPLE,0.001601044,0.001601044,5514.3,0.05529260286890448
117,PP_64002,5.0,SOLAR,-77.97275,34.82354,POINT (-77.97275 34.82354),yellow,CPLE,57,CPLE,n_9869,n_9869,No,CPLE,0.002944974,0.002944974,2632.4,0.0018994073848959123
118,PP_59966,12.8,SOLAR,-77.350273,34.725699,POINT (-77.350273 34.725699),yellow,DUK,864,CPLE,n_28946,n_28946,No,DUK,0.0055397,0.0055397,2361.4,0.005420513254848818
119,PP_59499,5.0,SOLAR,-78.1922,35.487,POINT (-78.1922 35.487),yellow,CPLE,377,CPLE,n_6907,n_6907,No,CPLE,0.096927071,0.096927071,2632.4,0.0018994073848959123
120,PP_60882,5.0,SOLAR,-77.633477,36.345842,POINT (-77.633477 36.345842),yellow,PJM,1,CPLE,n_6402,n_6402,No,CPLE,0.062673246,0.062673246,2632.4,0.0018994073848959123
121,PP_59017,4.0,SOLAR,-80.144444,36.316111,POINT (-80.144444 36.316111),yellow,DUK,37,DUK,n_6682,n_6682,No,DUK,0.08976365,0.08976365,2361.4,0.0016939103921402557
122,PP_63016,5.0,SOLAR,-80.444,35.956,POINT (-80.444 35.956),yellow,DUK,232,DUK,n_6977,n_6977,No,DUK,0.052484625,0.052484625,2361.4,0.0021173879901753194
123,PP_62873,1.7,BIOMASS,-77.614507,35.591719,POINT (-77.614507 35.591719),forestgreen,SEPA,91,CPLE,n_28953,n_28953,No,CPLE,0.025808967,0.025808967,806.5,0.0021078735275883447
124,PP_59156,5.0,SOLAR,-78.7875,35.021111,POINT (-78.7875 35.021111),yellow,CPLE,530,CPLE,n_7619,n_7619,No,CPLE,0.087616028,0.087616028,2632.4,0.0018994073848959123
125,PP_60178,5.0,SOLAR,-77.923306,36.02818,POINT (-77.923306 36.02818),yellow,DUK,737,CPLE,n_9858,n_9858,No,DUK,0.104467031,0.104467031,2361.4,0.0021173879901753194
126,PP_58849,2.0,SOLAR,-77.783333,36.0939,POINT (-77.783333 36.0939),yellow,CPLE,751,CPLE,n_6655,n_6655,No,CPLE,0.046558191,0.046558191,2632.4,0.000759762953958365
127,PP_56553,1.3,OIL,-81.6643,35.7766,POINT (-81.6643 35.7766),darkviolet,DUK,695,DUK,n_14301,n_14301,No,DUK,0.036656774,0.036656774,140.0,0.009285714285714286
128,PP_60800,2.0,SOLAR,-80.53,35.61,POINT (-80.53 35.61),yellow,DUK,770,DUK,n_29477,n_29477,No,DUK,0.07315428,0.07315428,2361.4,0.0008469551960701278
129,PP_60402,5.2,SOLAR,-78.624278,34.822869,POINT (-78.624278 34.822869),yellow,DUK,657,CPLE,n_1924,n_1924,No,DUK,0.167516973,0.167516973,2361.4,0.0022020835097823323
130,PP_59451,2.5,SOLAR,-78.526111,35.674444,POINT (-78.526111 35.674444),yellow,CPLE,192,Overlapping,n_22818,n_22818,No,CPLE,0.045762437,0.045762437,2632.4,0.0009497036924479562
131,PP_2743,6.4,HYDRO,-83.0983,35.2531,POINT (-83.0983 35.2531),royalblue,DUK,521,Overlapping,n_6024,n_6024,No,DUK,0.016277294,0.016277294,5094.8,0.0012561827745937034
132,PP_60135,5.0,SOLAR,-77.775743,34.915767,POINT (-77.775743 34.915767),yellow,DUK,59,CPLE,n_16404,n_16404,No,DUK,0.152196251,0.152196251,2361.4,0.0021173879901753194
133,PP_61187,1.0,SOLAR,-78.6689,35.837841,POINT (-78.6689 35.837841),yellow,CPLE,446,Overlapping,n_333,n_333,No,CPLE,0.026782679,0.026782679,2632.4,0.0003798814769791825
134,PP_54882,1.0,OIL,-78.516,36.0205,POINT (-78.516 36.0205),darkviolet,CPLE,291,CPLE,n_1754,n_1754,No,CPLE,0.092181819,0.092181819,498.4,0.0020064205457463887
135,PP_58311,5.0,SOLAR,-78.764901,34.324656,POINT (-78.764901 34.324656),yellow,CPLE,259,CPLE,n_9821,n_9821,No,CPLE,0.041282987,0.041282987,2632.4,0.0018994073848959123
